Datas,Motivo,Valor ($),Volume (T),NS K$,Markets,Products,SOG,KPI,Source,Owner,Motivo_Index,Meta ($)
2023-09-21 10:09:43.783783784,Avg RSP (standard price),4242.89,7731.58,5371.93,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12) | STRAWBERRY,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-09-22 03:43:25.405405408,Share of Display,4273.75,1115.63,6996.72,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-09-22 21:17:07.027027028,A&P Spent,1314.65,8759.58,8348.1,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-09-23 14:50:48.648648648,Share of Display,9107.31,8540.73,8304.94,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-09-24 08:24:30.270270272,Avg FSP,4479.79,8275.77,542.62,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-09-25 01:58:11.891891892,Share of Display,1528.12,6624.23,981.24,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-09-25 19:31:53.513513516,Market trend L12W,4788.73,8952.47,5800.48,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4) | MANGO,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-09-26 13:05:35.135135136,Avg RSP (standard price),1842.78,12228.51,10255.29,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-09-27 06:39:16.756756760,Distribution - DV,10736.12,8751.73,6440.89,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-09-28 00:12:58.378378380,Avg RSP (standard price),1648.79,2360.26,9650.1,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-09-28 17:46:40.000000000,Avg RSP (standard price),6664.59,981.09,2672.14,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-09-29 11:20:21.621621624,Market trend L12W,1902.95,1671.73,7703.11,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-09-30 04:54:03.243243244,Share of Display,5288.36,4956.84,9128.93,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-09-30 22:27:44.864864868,Avg FSP,9595.4,5621.7,4479.73,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 625G (6),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-10-01 16:01:26.486486488,Market trend L12W,9800.51,4944.42,11074.6,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-10-02 09:35:08.108108108,A&P Spent,9799.74,5535.27,5490.98,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 95GX4(6),Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-10-03 03:08:49.729729732,Market trend L12W,4538.38,4787.98,2279.78,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-10-03 20:42:31.351351352,Share of Display,5531.64,4192.22,813.09,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-10-04 14:16:12.972972976,Distribution - DV,9907.91,11799.7,5585.13,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | VANILLA,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-10-05 07:49:54.594594596,Avg FSP,9568.32,153.54,443.47,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-10-06 01:23:36.216216216,Avg RSP (standard price),10319.04,7143.47,5346.8,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-10-06 18:57:17.837837840,Avg RSP (standard price),9868.23,2274.16,7903.44,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | PEACH,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-10-07 12:30:59.459459460,A&P Spent,10122.12,8249.2,4727.3,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8) | BLUEBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-10-08 06:04:41.081081084,Market trend L12W,10374.82,945.87,11703.23,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-10-08 23:38:22.702702704,Market trend L12W,5259.57,396.95,236.38,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-10-09 17:12:04.324324324,Market trend L12W,7078.45,5128.95,323.28,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356132094204 | OIKOS DRINK 190MLX1 (8),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-10-10 10:45:45.945945948,Volume of inno,6223.02,5252.26,7761.83,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-10-11 04:19:27.567567568,Distribution - DV,9363.86,10747.53,9370.04,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8) | BLUEBERRY,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-10-11 21:53:09.189189192,Volume of inno,7155.86,11381.6,4930.78,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4) | STRAWBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-10-12 15:26:50.810810812,Market trend L12W,11082.78,366.76,5030.87,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-10-13 09:00:32.432432432,Volume of inno,12109.6,8958.17,2679.23,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6) | MANGO,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-10-14 02:34:14.054054056,Share of Display,9048.96,11529.12,4350.36,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4) | STRAWBERRY,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-10-14 20:07:55.675675676,Avg FSP,7286.73,3652.22,10630.15,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4) | MANGO,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-10-15 13:41:37.297297300,A&P Spent,7807.31,4618.26,2964.99,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-10-16 07:15:18.918918920,Avg FSP,9975.13,8947.84,6976.64,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | BLUEBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-10-17 00:49:00.540540540,Avg FSP,8645.56,10295.73,399.25,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8) | STRAWBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-10-17 18:22:42.162162164,Share of Display,9582.99,563.02,4475.79,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE KIDS YOGURT 180G (4),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-10-18 11:56:23.783783784,Volume of inno,272.84,3237.64,9815.56,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6) | MANGO,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-10-19 05:30:05.405405408,Market trend L12W,5247.93,4232.48,872.15,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6) | VANILLA,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-10-19 23:03:47.027027028,Market trend L12W,12317.13,10239.55,9849.93,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-10-20 16:37:28.648648648,Volume of inno,5471.86,1069.47,7865.16,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8) | BLUEBERRY,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-10-21 10:11:10.270270272,Volume of inno,8031.53,11704.36,5424.3,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6) | VANILLA,Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-10-22 03:44:51.891891892,Distribution - DV,7342.9,9985.14,3899.27,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-10-22 21:18:33.513513516,Market trend L12W,8038.99,824.51,8425.92,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6) | PEACH,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-10-23 14:52:15.135135136,Avg RSP (standard price),11260.58,9894.69,4165.74,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-10-24 08:25:56.756756760,Share of Display,7539.17,7517.81,11367.6,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6) | VANILLA,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-10-25 01:59:38.378378380,Avg FSP,2079.4,4090.19,1570.51,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-10-25 19:33:20.000000000,A&P Spent,4471.63,4937.31,8774.77,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4) | STRAWBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-10-26 13:07:01.621621624,Avg FSP,1041.86,10742.39,8513.49,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-10-27 06:40:43.243243244,Distribution - DV,10628.68,4586.56,7338.9,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-10-28 00:14:24.864864868,Avg FSP,11212.0,11285.07,7314.0,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | VANILLA,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-10-28 17:48:06.486486488,Avg RSP (standard price),246.93,6134.66,7220.45,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4) | VANILLA,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-10-29 11:21:48.108108108,Market trend L12W,5159.98,9227.05,8226.9,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6),External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-10-30 04:55:29.729729732,Distribution - DV,7446.99,1239.03,571.89,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6) | PEACH,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-10-30 22:29:11.351351352,Avg RSP (standard price),9118.79,7931.7,2684.88,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 625G (6),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-10-31 16:02:52.972972976,Volume of inno,2805.04,7772.98,1785.14,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-11-01 09:36:34.594594596,Distribution - DV,4441.84,12109.37,9214.18,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-11-02 03:10:16.216216216,Avg FSP,11873.1,13181.93,6945.8,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-11-02 20:43:57.837837840,Distribution - DV,12434.54,7702.15,11532.24,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-11-03 14:17:39.459459460,Avg FSP,2435.2,11542.52,4078.6,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-11-04 07:51:21.081081084,Share of Display,8820.51,6959.39,12316.33,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-11-05 01:25:02.702702704,Distribution - DV,1828.24,9797.93,5491.9,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE DRINK 190MLX1 (8),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-11-05 18:58:44.324324324,Share of Display,3908.7,6658.19,10431.81,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-11-06 12:32:25.945945948,Market trend L12W,3615.81,5837.42,3926.13,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8) | BLUEBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-11-07 06:06:07.567567568,Share of Display,7089.73,8197.35,3909.97,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-11-07 23:39:49.189189192,Avg RSP (standard price),6201.39,8341.21,3249.9,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400123456789 | DANONE YOGHURT 500G (4) | MANGO,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-11-08 17:13:30.810810812,Avg FSP,8765.52,8786.67,9879.89,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12) | STRAWBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-11-09 10:47:12.432432432,Avg RSP (standard price),468.27,7497.65,3140.82,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-11-10 04:20:54.054054056,Avg FSP,4919.94,6038.08,5648.33,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8) | BLUEBERRY,Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-11-10 21:54:35.675675676,Avg FSP,5765.16,3712.78,10521.29,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-11-11 15:28:17.297297300,A&P Spent,8168.41,7104.39,8637.57,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6) | MANGO,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-11-12 09:01:58.918918920,Volume of inno,8120.15,6719.84,1967.81,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719616035 | ACTIVIA 650GX1(6),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-11-13 02:35:40.540540544,Distribution - DV,11473.3,6258.46,11405.85,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE KIDS YOGURT 180G (4),Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-11-13 20:09:22.162162164,Distribution - DV,8163.15,662.55,926.55,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6) | VANILLA,Distribution,Made up KPI of sum of DV per sku of the PG,Nielsen,Marketing team,1,14263.69
2023-11-14 13:43:03.783783784,Avg RSP (standard price),6181.29,10463.23,3026.08,CBT-Federated Coop,117 | YOGURT | 21400 | DANONE | 21400234567890 | DANONE DRINK 330MLX6 (4) | PEACH,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-11-15 07:16:45.405405408,Avg RSP (standard price),11344.45,5906.75,4257.68,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643017P8259 | DANONE KIDS DRINK 93MLX6(8),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-11-16 00:50:27.027027028,Volume of inno,10516.76,7045.43,5438.27,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-11-16 18:24:08.648648652,Avg RSP (standard price),6112.52,3851.03,1662.54,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6) | VANILLA,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-11-17 11:57:50.270270272,Volume of inno,5266.74,6641.44,11236.11,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210641910O6214 | DANONE KIDS YOGURT 180G (4),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-11-18 05:31:31.891891892,Volume of inno,5725.84,7860.88,1839.56,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-11-18 23:05:13.513513516,Avg FSP,961.76,1394.39,13392.84,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-11-19 16:38:55.135135136,Avg RSP (standard price),10115.21,6888.06,3986.85,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-11-20 10:12:36.756756760,Market trend L12W,12521.53,6443.46,902.23,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450456789012 | YOGURT LAND 250G (8) | BLUEBERRY,External Factors,Market trend L12W,Nielsen,SIA,5,11670.96
2023-11-21 03:46:18.378378380,Share of Display,1744.7,5516.72,1990.03,CBT-Federated Coop,117 | YOGURT | 21080 | ACTIVIA | 21080719613029 | ACTIVIA 100GX12(4),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-11-21 21:20:00.000000000,A&P Spent,798.77,8396.3,10216.31,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 213567201P4254 | OIKOS 1.5KGX1(4) | STRAWBERRY,Marketing,A&P Spent,Tagetik,Marketing team,3,13815.58
2023-11-22 14:53:41.621621624,Avg FSP,6088.96,9696.12,166.19,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121228 | OIKOS 100GX12(2),Trade & Execution - AVG FSP,Avg FSP,Nielsen,RGM,6,5275.4
2023-11-23 08:27:23.243243244,Volume of inno,2531.85,6927.14,8088.99,CBT-Federated Coop,117 | YOGURT | 21450 | YOGURT LAND | 21450345678901 | YOGURT LAND 100G (12),Innovation,Volume of inno,Actuals (o9),Marketing team,2,13564.23
2023-11-24 02:01:04.864864868,Share of Display,9574.27,10139.37,5165.15,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122173 | OIKOS 650GX1(6) | MANGO,Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-11-24 19:34:46.486486488,Avg RSP (standard price),4720.47,7800.63,2985.44,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720122065 | OIKOS 750GX1(6) | PEACH,Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
2023-11-25 13:08:28.108108108,Share of Display,3407.97,10459.98,2103.0,CBT-Federated Coop,117 | YOGURT | 21064 | DANONE YOGHURT | 210643000P6257 | DANONE TWO GOOD DAIRY YOGURT 625G (6),Trade & Execution - Share of Display,Share of Display,Nielsen,Shopper Mktg,7,4472.1
2023-11-26 06:42:09.729729732,Avg RSP (standard price),6514.42,499.27,3839.79,CBT-Federated Coop,117 | YOGURT | 21356 | OIKOS | 21356720121042 | OIKOS 100GX4(6),Price Impact,Avg RSP (standard price),Nielsen,RGM,4,13256.52
